"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","TypographyStyles__StyledTypography-sc-ro16eu-0","CompactOpportunityCardsc__NotDisclosedMessage-sc-dkg8my-28"
"IT Helpdesk","https://glints.com/vn/opportunities/jobs/it-helpdesk/b0e5a34f-9849-49f8-8eaa-a38d8cd42a52?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Linux","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/cba86a021fafadaafaa8b8819d503b40.png","Công Ty Chứng Khoán Phú Hưng","https://glints.com/vn/companies/cong-ty-chung-khoan-phu-hung/f309ff1c-1568-4f16-ad4d-13ffa27a5970","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","10 ngày trước","Không công khai"
"IT Support","https://glints.com/vn/opportunities/jobs/it-support/2cbccd61-d5e0-4b91-aacc-59cfee884b55?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 10-12 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","IT Support","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/0bada55aa42decdf2694b11ad4cab3db.jpg","CÔNG TY CP TƯ VẤN ĐẦU TƯ VÀ QUẢN LÝ TÀI SẢN FIDT","https://glints.com/vn/companies/cong-ty-cp-tu-van-dau-tu-va-quan-ly-tai-san-fidt/ba1937bc-4a05-4464-bc92-62d381b9ba7a","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","30 ngày trước",""
"IT Communicator","https://glints.com/vn/opportunities/jobs/it-communicator/1224573e-0f66-48b5-b2f9-2f647f30ac77?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 20-30 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Teamwork","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/9b54b37e9ec13e2a106dc52f17c65535.png","HR PLUS CO., LTD.","https://glints.com/vn/companies/hr-plus-co-ltd/42e4acd0-240b-4c73-954a-5dd6f96d0945","Quận Tân Bình","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-tan-binh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","1 tháng trước",""
"Chuyên viên IT Helpdesk/IT Support","https://glints.com/vn/opportunities/jobs/chuyen-vien-it-helpdesk-it-support/cae25d55-1377-4e22-a9b6-531c654319b0?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","","Việc làm fulltime","Tối thiểu Cử Nhân","IT Support","Network Troubleshooting","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/2bc89cc5eb90988798a4fa39c3e2ef8d.png","Công ty TNHH The Sentry","https://glints.com/vn/companies/cong-ty-tnhh-the-sentry/a28d609a-6a56-4d59-aad3-84ef031978a3","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","11 ngày trước","Không công khai"
"IT HELPDESK","https://glints.com/vn/opportunities/jobs/it-helpdesk/f9471998-8c95-478a-9b32-0e945ab0b911?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 9-13 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Microsoft Excel","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/6da5d98a80a4d309c79c48c1e29a7877.png","KHAI MINH GROUPS","https://glints.com/vn/companies/khai-minh-groups/89760664-09ea-4638-9694-fa81bbaa03c5","Quận Đống Đa","https://glints.com/vn/job-location/vietnam/ha-noi/quan-dong-da","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","4 ngày trước",""
"IT Support","https://glints.com/vn/opportunities/jobs/it-support/19088628-bb84-4ca2-965c-b96ddbb4f9b4?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 12-17 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","Network Troubleshooting","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/874ea5c9b7ae103047142ceaaafc138f.png","SCTS Corporation","https://glints.com/vn/companies/scts-corporation/ca28f5ea-1480-4298-9211-3d5e5f6566c6","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","10 ngày trước",""
"IT Helpdesk/ IT Service Desk (English required)","https://glints.com/vn/opportunities/jobs/it-helpdesk-it-service-desk-english-required/8c38cd76-6942-4bc2-a2ed-9efc7ab9fbcb?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Technical Support","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/5f4473dd77fc2572f97887baa4700fbf.jpg","Unit Technology Corporation","https://glints.com/vn/companies/unit-technology-corporation/4642cf46-b877-43c5-baf7-539d7e640156","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","10 ngày trước","Không công khai"
"IT Helpdesk Intern","https://glints.com/vn/opportunities/jobs/it-helpdesk-intern/f0cadddc-8ca0-48f2-b92b-bbe7a92cc20d?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 1-2 Tr","Thực Tập","Tối thiểu Cử Nhân","Help Desk","Troubleshooting","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/19c036912239091a33849349304b6702.png","Công ty TNHH Reputyze Asia","https://glints.com/vn/companies/cong-ty-tnhh-reputyze-asia/60afea3b-ff65-4289-a66b-de4706641e7e","Quận Phú Nhuận","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-phu-nhuan","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","18 ngày trước",""
"IT Helpdesk Intern","https://glints.com/vn/opportunities/jobs/it-helpdesk-intern/657506ed-5b6c-48c6-bd6c-34156fd0f8dc?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","","Việc làm fulltime","Tối thiểu Cử Nhân","Troubleshooting","Help Desk","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/598ba02c622b2878ac0721ecc6124756.png","INBOLD COMPANY LIMITED","https://glints.com/vn/companies/inbold-company-limited/be38a512-4e07-4411-9e09-4653e2d32ac3","Quận Bình Thạnh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-binh-thanh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","17 ngày trước","Không công khai"
"IT Operations Manager","https://glints.com/vn/opportunities/jobs/it-operations-manager/7a95996c-144c-4193-9f7a-688f3ccd058b?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 25-45 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Network Troubleshooting","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/7b98c1ed57e35ffff5171ef90ef33a17.png","Novobi","https://glints.com/vn/companies/novobi/7d062943-ae7e-453d-b5e7-49c2e1a18452","Quận Mười","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-muoi","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","20 ngày trước",""
"TỔ PHÓ IT","https://glints.com/vn/opportunities/jobs/to-pho-it/4b3e820d-e8e8-4180-a661-ce2ab223c7f4?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 16-17 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","Network Troubleshooting","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/49278a5f55e94cee0751d97c1ddc0729.png","RETKI INTERNATIONAL TRADE DEVELOPMENT COMPANY LIMITED","https://glints.com/vn/companies/retki-international-trade-development-company-limited/3147931d-99ff-4a42-835c-d38d23dab799","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","27 ngày trước",""
"Nhân Viên IT Helpdesk","https://glints.com/vn/opportunities/jobs/nhan-vien-it-helpdesk/f40b2e50-d98a-401c-8ba5-c49abd60dbc3?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 10-20 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","IT Management","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/611466313c6db7a66759dd35aee5bfa3.jpg","CÔNG TY TNHH TMT SEN VÀNG VIỆT NAM","https://glints.com/vn/companies/cong-ty-tnhh-tmt-sen-vang-viet-nam/a957468d-b609-40f8-bb52-a2856331116a","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","12 ngày trước",""
"SR Korean IT Comtor","https://glints.com/vn/opportunities/jobs/sr-korean-it-comtor/cfa4dd6e-a5cd-4307-8a5d-e3012e0586a4?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Korean Language","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/f290bcc104f816a0f5f022c31a8946f2.jpg","Công ty TNHH Truyền Thông Xu Hướng Sài Gòn - Saigon Trend Media","https://glints.com/vn/companies/cong-ty-tnhh-truyen-thong-xu-huong-sai-gon-saigon-trend-media/6abfd840-0b72-46d8-8492-53f22d7a95b2","Quận Hai","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-hai","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","9 ngày trước","Không công khai"
"IT – Business System Engineer","https://glints.com/vn/opportunities/jobs/it-business-system-engineer/1fa2cd54-95d7-4c21-afa2-ba97898af95e?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 15-25 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cao Đẳng","System Integration","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d0916e6a845855c1e700a682b9d5c3c7.png","GIAO DỊCH HÀNG HÓA GIA CÁT LỢI","https://glints.com/vn/companies/giao-dich-hang-hoa-gia-cat-loi/0b911d42-b2c7-46d0-9a76-36cbaaa9d6bb","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","11 ngày trước",""
"Nhân Viên IT System","https://glints.com/vn/opportunities/jobs/nhan-vien-it-system/3497eab8-248d-4df8-be50-4db03d574b54?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 8-12 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Technical Support","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/19c036912239091a33849349304b6702.png","Công ty TNHH Reputyze Asia","https://glints.com/vn/companies/cong-ty-tnhh-reputyze-asia/60afea3b-ff65-4289-a66b-de4706641e7e","Quận Phú Nhuận","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-phu-nhuan","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","17 ngày trước",""
"CHUYÊN VIÊN IT SYSTEM","https://glints.com/vn/opportunities/jobs/chuyen-vien-it-system/9f11e28e-885a-4d55-9f5f-8c498e19ef17?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","IT Support","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/ff4f0b81b450351f9c84a8f6f233518a.jpg","Công Ty Cổ Phần Thương Mại Và Đầu Tư Công Nghệ Viễn Thông Mới","https://glints.com/vn/companies/cong-ty-co-phan-thuong-mai-va-dau-tu-cong-nghe-vien-thong-moi/21c2ae8d-0ca0-46b7-b6f7-a0ded54444b5","Quận Bình Thạnh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-binh-thanh","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","16 ngày trước","Không công khai"
"IT Business Analyst","https://glints.com/vn/opportunities/jobs/it-business-analyst/074bfe15-ba16-400a-8418-f40b0693fdae?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 30-40 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Project Management","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/d9357a2f4bd296b252ff8742309a8efc.png","CÔNG TY CỔ PHẦN THỰC PHẨM HỮU NGHỊ","https://glints.com/vn/companies/cong-ty-co-phan-thuc-pham-huu-nghi/a0cc7feb-325d-4428-a85e-4ef346d428a1","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","15 ngày trước",""
"Thực tập sinh IT Support","https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-it-support/523a421f-43cc-4f3b-a0d3-90493525da23?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 3,9-4 Tr","Việc làm fulltime","Tối thiểu Cử Nhân","Troubleshooting","Technical Support","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/0fec51be366aa2b833a50955feb451d5.png","Công Ty Hưng Phát USA","https://glints.com/vn/companies/cong-ty-hung-phat-usa/f3adf7ab-c5f4-444a-b6bf-6528c3ae7a18","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","9 ngày trước",""
"IT Service Desk L2","https://glints.com/vn/opportunities/jobs/it-service-desk-l2/91187f25-4858-4fdf-9e1d-42a40d066125?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","","Việc làm fulltime","1 – 3 năm","Tối thiểu Cử Nhân","Software Installation","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/18612f67117955646f4cec60ba94feb4.png","FPT Telecom International","https://glints.com/vn/companies/fpt-telecom-international/20a1ceb0-3c60-4d24-8cce-c9a9091a545a","Quận Cầu Giấy","https://glints.com/vn/job-location/vietnam/ha-noi/quan-cau-giay","Hà Nội","https://glints.com/vn/job-location/vietnam/ha-noi","17 ngày trước","Không công khai"
"IT Business Analyst (Product)","https://glints.com/vn/opportunities/jobs/it-business-analyst-product/65f9d9e6-2a91-4924-814a-14ec8f70a6ab?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","","Việc làm fulltime","3 – 5 năm","Tối thiểu Cao Đẳng","Requirements Analysis","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/6c510be927e4a33a177f503de8b86c0c.png","NextEdge","https://glints.com/vn/companies/nextedge/7d2ea790-cc8d-4d3c-8033-3e01bbee3490","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","1 tháng trước","Không công khai"
"Tổ phó IT - Tiếng Anh - Thủ Đức","https://glints.com/vn/opportunities/jobs/to-pho-it-tieng-anh-thu-duc/95616bb4-87d4-4411-b6ee-5a999c43d144?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 15-18 Tr","Việc làm fulltime","1 – 3 năm","Tối thiểu Cao Đẳng","Oracle Database","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/a24738a0100c240aedbe960eefd4c4ed.png","CÔNG TY CP KẾT NỐI NHÂN LỰC WORKLINK VIỆT NAM","https://glints.com/vn/companies/cong-ty-cp-ket-noi-nhan-luc-worklink-viet-nam/1802aeef-2140-4b85-8ba3-924c0fa356dd","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","11 ngày trước",""
"Nhân viên IT ứng dụng","https://glints.com/vn/opportunities/jobs/nhan-vien-it-ung-dung/48a83a6c-0967-427d-a179-8d4b19f8f667?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 17-19 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cao Đẳng","Network Troubleshooting","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/74df9c3bd553f7cc4345b891eb5c1194.png","HRPLUS CO;LTD","https://glints.com/vn/companies/hrplus-co-ltd/e1e9d645-50b7-4a91-a46f-a10ba43c5c8d","Yên Mỹ","https://glints.com/vn/job-location/vietnam/hung-yen/yen-my","Hưng Yên","https://glints.com/vn/job-location/vietnam/hung-yen","9 ngày trước",""
"Tuyển Dụng Thực Tập Sinh IT Support","https://glints.com/vn/opportunities/jobs/tuyen-dung-thuc-tap-sinh-it-support/f2f5c7de-45af-4c4a-ae83-df11461d7cbc?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 1,5-2 Tr","Thực Tập","Tối thiểu Cử Nhân","IT Support","Troubleshooting","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/0bada55aa42decdf2694b11ad4cab3db.jpg","CÔNG TY CP TƯ VẤN ĐẦU TƯ VÀ QUẢN LÝ TÀI SẢN FIDT","https://glints.com/vn/companies/cong-ty-cp-tu-van-dau-tu-va-quan-ly-tai-san-fidt/ba1937bc-4a05-4464-bc92-62d381b9ba7a","Quận Một","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-mot","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","26 ngày trước",""
"[KCX LINH TRUNG] - TỔ PHÓ IT - 22M","https://glints.com/vn/opportunities/jobs/kcx-linh-trung-to-pho-it-22m/d3a76bda-bc51-40e1-a16d-498d7815b43f?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 21-22 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Hardware Maintenance","+2","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/49278a5f55e94cee0751d97c1ddc0729.png","RETKI INTERNATIONAL TRADE DEVELOPMENT COMPANY LIMITED","https://glints.com/vn/companies/retki-international-trade-development-company-limited/3147931d-99ff-4a42-835c-d38d23dab799","Quận Thủ Đức","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-thu-duc","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","24 ngày trước",""
"[QUẬN 7] - IT TIẾNG NHẬT - UPTO 17M","https://glints.com/vn/opportunities/jobs/quan-7-it-tieng-nhat-upto-17m/c8e10a1c-87b2-40e5-a2dd-f3138f4309f9?utm_referrer=explore&traceInfo=d6d4dab2c34365d530324a8fe53b05c0","₫ 15-17 Tr","Việc làm fulltime","3 – 5 năm","Tối thiểu Cử Nhân","Technical Support","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1-internal.aliyuncs.com/company-logo/49278a5f55e94cee0751d97c1ddc0729.png","RETKI INTERNATIONAL TRADE DEVELOPMENT COMPANY LIMITED","https://glints.com/vn/companies/retki-international-trade-development-company-limited/3147931d-99ff-4a42-835c-d38d23dab799","Quận Bảy","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh/quan-bay","Thành phố Hồ Chí Minh","https://glints.com/vn/job-location/vietnam/thanh-pho-ho-chi-minh","27 ngày trước",""
